x-axis,1,2
second,Volt,Volt
-2.500000E+00,-34.783E-03,-2.850E-03
-2.497500E+00,-35.569E-03,-2.850E-03
-2.495000E+00,-34.783E-03,-2.850E-03
-2.492500E+00,-34.783E-03,-2.850E-03
-2.490000E+00,-59.909E-03,-2.850E-03
-2.487500E+00,-47.346E-03,-2.850E-03
-2.485000E+00,-47.346E-03,-2.850E-03
-2.482500E+00,-47.346E-03,-2.850E-03
-2.480000E+00,-34.783E-03,-2.850E-03
-2.477500E+00,-34.783E-03,-2.850E-03
-2.475000E+00,-34.783E-03,-2.850E-03
-2.472500E+00,-34.783E-03,-2.850E-03
-2.470000E+00,-47.346E-03,-2.850E-03
-2.467500E+00,-47.346E-03,-2.850E-03
-2.465000E+00,-47.346E-03,-2.850E-03
-2.462500E+00,-47.346E-03,-2.850E-03
-2.460000E+00,-34.783E-03,-2.850E-03
-2.457500E+00,-34.783E-03,-2.850E-03
-2.455000E+00,-34.783E-03,-2.850E-03
-2.452500E+00,-30.072E-03,-2.850E-03
-2.450000E+00,-47.346E-03,-2.850E-03
-2.447500E+00,-47.346E-03,-2.850E-03
-2.445000E+00,-47.346E-03,-2.850E-03
-2.442500E+00,-47.346E-03,-2.850E-03
-2.440000E+00,-34.783E-03,-2.850E-03
-2.437500E+00,-34.783E-03,-2.850E-03
-2.435000E+00,-34.783E-03,-2.850E-03
-2.432500E+00,-22.221E-03,-2.850E-03
-2.430000E+00,-23.791E-03,-2.128E-03
-2.427500E+00,+63.364E-03,-1.342E-03
-2.425000E+00,+152.874E-03,-589E-06
-2.422500E+00,+203.125E-03,+149E-06
-2.420000E+00,+342.101E-03,+919E-06
-2.417500E+00,+392.352E-03,+1.673E-03
-2.415000E+00,+470.870E-03,+2.442E-03
-2.412500E+00,+543.106E-03,+3.196E-03
-2.410000E+00,+555.669E-03,+3.714E-03
-2.407500E+00,+584.720E-03,+4.468E-03
-2.405000E+00,+643.609E-03,+4.986E-03
-2.402500E+00,+674.230E-03,+5.693E-03
-2.400000E+00,+744.111E-03,+6.258E-03
-2.397500E+00,+756.674E-03,+6.698E-03
-2.395000E+00,+773.163E-03,+7.028E-03
-2.392500E+00,+781.800E-03,+7.452E-03
-2.390000E+00,+756.674E-03,+7.797E-03
-2.387500E+00,+756.674E-03,+8.205E-03
-2.385000E+00,+750.393E-03,+8.457E-03
-2.382500E+00,+731.548E-03,+8.582E-03
-2.380000E+00,+744.111E-03,+8.708E-03
-2.377500E+00,+711.134E-03,+8.708E-03
-2.375000E+00,+681.297E-03,+8.708E-03
