x-axis,1,2
second,Volt,Volt
-2.500000E-03,+393.969845E-03,+14.673366949E+00
-2.497500E-03,+402.010046E-03,+14.874371976E+00
-2.495000E-03,+402.010046E-03,+14.773869462E+00
-2.492500E-03,+407.537684E-03,+14.673366949E+00
-2.490000E-03,+410.050247E-03,+14.673366949E+00
-2.487500E-03,+410.050247E-03,+14.673366949E+00
-2.485000E-03,+418.090448E-03,+14.673366949E+00
-2.482500E-03,+415.577885E-03,+14.723618206E+00
-2.480000E-03,+426.130649E-03,+14.673366949E+00
-2.477500E-03,+426.130649E-03,+14.824120719E+00
-2.475000E-03,+434.170850E-03,+14.673366949E+00
-2.472500E-03,+428.140699E-03,+14.673366949E+00
-2.470000E-03,+434.170850E-03,+14.673366949E+00
-2.467500E-03,+442.211051E-03,+14.824120719E+00
-2.465000E-03,+442.211051E-03,+14.773869462E+00
-2.462500E-03,+444.221101E-03,+14.811557905E+00
-2.460000E-03,+449.748739E-03,+14.673366949E+00
-2.457500E-03,+450.251251E-03,+14.673366949E+00
-2.455000E-03,+454.271352E-03,+14.673366949E+00
-2.452500E-03,+452.261302E-03,+14.723618206E+00
-2.450000E-03,+458.291452E-03,+14.861809161E+00
-2.447500E-03,+456.281402E-03,+14.673366949E+00
-2.445000E-03,+461.809040E-03,+14.773869462E+00
-2.442500E-03,+458.291452E-03,+14.673366949E+00
-2.440000E-03,+466.331653E-03,+14.673366949E+00
-2.437500E-03,+466.331653E-03,+14.673366949E+00
-2.435000E-03,+470.351754E-03,+14.874371976E+00
-2.432500E-03,+471.859291E-03,+14.673366949E+00
-2.430000E-03,+473.869342E-03,+14.861809161E+00
-2.427500E-03,+474.371854E-03,+14.874371976E+00
-2.425000E-03,+477.889442E-03,+14.673366949E+00
-2.422500E-03,+482.412055E-03,+14.673366949E+00
-2.420000E-03,+474.371854E-03,+14.673366949E+00
-2.417500E-03,+482.412055E-03,+14.673366949E+00
-2.415000E-03,+482.412055E-03,+14.761306648E+00
-2.412500E-03,+482.412055E-03,+14.874371976E+00
-2.410000E-03,+490.452256E-03,+14.673366949E+00
-2.407500E-03,+482.412055E-03,+14.673366949E+00
-2.405000E-03,+493.969844E-03,+14.761306648E+00
-2.402500E-03,+487.939693E-03,+14.673366949E+00
-2.400000E-03,+482.412055E-03,+14.673366949E+00
-2.397500E-03,+483.919593E-03,+14.711055391E+00
-2.395000E-03,+490.452256E-03,+14.761306648E+00
-2.392500E-03,+493.969844E-03,+14.811557905E+00
-2.390000E-03,+497.989944E-03,+14.861809161E+00
